screen_name,name,location,created
EU_group,EU Business School,"BCN, GVA, MTX, MUC",2020-11-16
BartHanssens,Bart Hanssens,Belgium,2020-11-16
onomsalam2pas,onom,,2020-11-16
rocioruizsa,Rocío Ruiz,,2020-11-16
BrainsreNews,Brainsre News,,2020-11-16
StephanosEco,Stephanos Economides,"Athens, Greece",2020-11-16
Joinup_eu,Joinup.eu,"Brussels, Belgium",2020-11-16
iMarketingHotel,Ramona Kramp,D - Bayern und ES - Malaga,2020-11-16
camnnine,çämērøń,Gaillimh,2020-11-16
grecil_lab,Grecil Lab (UOC-UB),"Barcelona, Cataluña",2020-11-16
m3_artworks,𝕸3_𝖆𝖗𝖙𝖜𝖔𝖗𝖐𝖘,"Barcelona, España",2020-11-16
InsideSportIND,InsideSport,"नई दिल्ली, भारत",2020-11-16
GauthamSingh152,Gautham Singh Lodh 🍁,"Hyderabad, India",2020-11-16
dna,DNA,India,2020-11-16
hautahbuhgee,Curtis D. Hutcherson,korea,2020-11-16
NiaOlivaB,Estefania Oliva Bust,"Santiago, Chile",2020-11-16
OrujosElCoteron,🍇 Orujos El Coterón ⚗︎,Argüébanes-Liébana-Cantabria,2020-11-16
oman170490,𝓃.𝓇.𝓃𝒶𝓇𝒶𝓎𝒶𝓃 ᴡɪᴛʜᴏᴜᴛ ᴍᴀʟɪᴄᴇ ɪɴ 🐥 ʟᴀɴᴅ 🌹,"Muscat, Oman",2020-11-16
betsmasterpro,Williams Iwu,"Jos,Nigeria",2020-11-16
IntelliTraveler,Intelligent Traveler,,2020-11-16
Hangar_org,Hangar.org,"Emilia Coranty, 16. Barcelona",2020-11-16
abhi_7_jit,Abhijit Debnath,India,2020-11-16
Hostalremona,▸ Hostal Remoña 🏡 Turismo Rural,"Espinama, España",2020-11-16
Martian171Lars,Lars Larsen,"Austin, TX",2020-11-16
vidisorin,Vidisorin,"Bucharest, Bucureşti",2020-11-16
esberginia,Esbergínia ·.,"Barcelona, CAT.",2020-11-16
Trofeo_21,Merovingian,,2020-11-16
PilarPVives,Pilar Prieto 🌹🎗,,2020-11-16
AlexandraNGlz,Alexandra Navarrete,Barcelona,2020-11-16
IgualadaAlfonso,Alfonso Igualada,,2020-11-16
Fola_jnr20,DMW's Last Shild🖤🦋,,2020-11-16
ss2577171,aditya,,2020-11-16
Hashtag_Caps,Hashtag Caps,España,2020-11-16
DerKaiserFrank,Kaiser Frank,,2020-11-16
emeka6010,Emeka,,2020-11-16
Stefano4118899,pєԀяo zєє™,Nevada ,2020-11-16
nidibou,nidibou,,2020-11-16
BvonStamm,Bettina von Stamm,UK,2020-11-16
BarcelonaCsrc,CSRC_Barcelona,"Barcelona, Cataluña",2020-11-16
MasdeSantLlei,Mas de Sant Lleí,Barcelona,2020-11-16
Adeyemi62306626,Adeyemi Opeyemi,,2020-11-16
rosa_g_abella,Rosa Garcia Abella,,2020-11-16
TocHostels,Toc Hostels,España,2020-11-16
NatJanne,Nathalie Janne,Bruxelles,2020-11-16
NorakBaleares,Bernd - NORAK Group,Palma de Mallorca - Spain,2020-11-16
LeagueThatDay,League that Day,Europe,2020-11-16
civil_spanish,TheSpanishCivilWar,"Edinburgh, Scotland",2020-11-16
netbuzzafrica,Netbuzz Africa,Africa,2020-11-16
Clement_Steuer,Clément Steuer,,2020-11-16
marc_guerrero,Marc Guerrero ⚡️,"Pedralbes, Barcelona",2020-11-16
NowgoalScore,Nowgoal Livescore,,2020-11-16
helpHousing_,helpHousing,"Calle Gran Vía, 22B, Madrid",2020-11-16
CDakuku,Somtochukwu Kalu,Nigeria ,2020-11-16
CNIC_CARDIO,CNIC,"Madrid, Spain",2020-11-16
trialmaster,Trialmaster,Europe ,2020-11-16
VicoSalama,Victor Salama,,2020-11-16
Roca_Junyent,Roca Junyent,Spain,2020-11-16
SunshineAdorer,Sunshine Adorer| Traveller| Travel blog,Where the sun shines. ,2020-11-16
EuroMedRights,EuroMed Rights,"Copenhagen, Brussels, Tunis",2020-11-16
bois_dinde,Bois d'Inde,paris,2020-11-16
GemaGruesoOtalo,Gema Grueso Otalo,Madrid Spain,2020-11-16
cosyblogclub,The Cosy Bloggers’ Club,,2020-11-16
JFA_unijuntos,JFA-Unijuntos,France,2020-11-16
BloggersTribe,💻BloggersTribe💻,United Kingdom,2020-11-16
LasTapasDeLola,Las Tapas De Lola,"12 Wexford Street, Dublin 2",2020-11-16
VetteLetters,VetteLetters,"Amsterdam, The Netherlands",2020-11-16
NorakGroup,Stephan Oeller,Madrid - Munich - Hong Kong,2020-11-16
FootTheBall,FootTheBall,Locker Room,2020-11-16
llucetina,Lídia Pifarré⚡,Barcelona,2020-11-16
uvalenti,Ugo Valenti - #SCLive2020,Barcelona,2020-11-16
365Scores,365Scores,,2020-11-16
Norakgijon,Jaime - NORAK Group,Gijón  - Spain,2020-11-16
NorakBarcelona,BCN - NORAK Group,Barcelona .- Spain,2020-11-16
JuliaMirallesdI,Júlia Miralles de Imperial,Barcelona,2020-11-16
ArtsAtCERN,Arts at CERN,"CERN. Geneva, Switzerland.",2020-11-16
cricketn_live,CricketnLive.com,Punjab,2020-11-16
BelfortCentre,Belfort Language centre,Barcelona,2020-11-16
playpongis,Pongis,Japan,2020-11-16
PMFarma,PMFarma,España,2020-11-16
__subwaysurfer,Subway Surfer,"South East, England",2020-11-16
TrungTi41138261,Trung Tin,USA,2020-11-16
HealthandEnv,Health and Environment Alliance (HEAL),"Brussels, Belgium",2020-11-16
jobs_language,Jobs in Europe,,2020-11-16
laserbarcelona,Justo Heras,,2020-11-16
Outlookindia,Outlook Magazine,"New Delhi, India",2020-11-16
50BestBars,50BestBars,,2020-11-16
ThilanWijegunar,Thilan Wijegunaratne,Sri Lanka (Ceylon),2020-11-16
An77Ver,An77Ver,,2020-11-16
Coxill_Andrew,Andy,Wales,2020-11-16
Skorewit,Skorewit,Madrid España,2020-11-16
against_beth,For God And Country 🇺🇸 🇮🇱,,2020-11-16
InfinityLoveEvy,MaryMar,"Madrid, España",2020-11-16
BTA_tennis,BTA,Spain,2020-11-16
fcbxshreya,SHREYA🌻,India,2020-11-16
BcnVIPtour,VIP BCN Tour Guides,"Av: Pau Casals, 38, 2º,5ª, BCN",2020-11-16
ME_BCN,Michaela,"Barcelona, Spanien",2020-11-16
IQ_Bet,IQ-Bet.com,London - office@ltd-rs.com,2020-11-16
armelcastellan,Armel Castellan,UncededLekwungenTer/VictoriaBC,2020-11-16
PTRClinic1,John Rutherford MCSP DC HCPC PT Illinois USA,"Harley Street London, England",2020-11-16
Rose70022,Rose 🌹,"Scotland, United Kingdom",2020-11-16
joanlopezphoto,Joan López i Casanoves,"Barcelona, Espanya",2020-11-16
debbradb,Debbra Brouillette,"Evansville, IN",2020-11-16
MonkeyofParis,MonkeyofParis,"Paris, France",2020-11-16
TheKitmanUK,TheKitman.co.uk,"Bristol, England",2020-11-16
ZurdoSoledad,Soledad Sacristan Zurdo,,2020-11-16
LucaCisternino1,Bernardo ( Luca ) Soares,Italia,2020-11-16
pedro_torres_m,Pedro Torres 📡,"Dammarie-les-Lys, France",2020-11-16
MisuMisuRecords,Misu Misu Records,"Marbella, España",2020-11-16
WanderlustXL,🏳️‍🌈 #WanderlustXL 🏳️‍🌈,Republic of the Philippines,2020-11-16
agbudeufuoma,Agbude Ufuoma,Warri Nigeria,2020-11-16
AkinosiBenjamin,Akin,,2020-11-16
tripwellness,Elaine J Masters,"San Diego, CA",2020-11-16
Judi_Cohen,Travelingjudi,"Toronto, Ontario",2020-11-16
soccerfanatictv,Soccer Fanatic TV,,2020-11-16
Harry_my_god16,AADIT IS ON NAUGHTY LIST ✨❣️,Eroda,2020-11-16
soccerfanatichq,The Soccer Fanatic,,2020-11-16
ina39664845,ina,,2020-11-16
4ourdogs,Nikki,"South East, England",2020-11-16
Bobbstterr,Bob Garnham,Dear old Blighty,2020-11-16
ShadowBanned1,Shadow Banned,,2020-11-16
stu060381,Stuart,"West Midlands, England",2020-11-16
Natalie91231732,Natalie collins FBPE,,2020-11-16
avfcnewsgossip,AVFC News & Gossip,"Birmingham, England",2020-11-16
GulfAtlanticInd,"Gulf Atlantic Ind of America, Inc.",South Florida,2020-11-16
Americanwoman00,PRESIDENT-ELECT Freedom Lover,,2020-11-16
herreraj_2,Jordan Herrera,Right where I need to be   ,2020-11-16
AdamMilstein,Adam Milstein,Southern California,2020-11-16
BarcaHour,Barca Hour,India,2020-11-16
Gooner_Nate4,Nate,Southern California,2020-11-16
SoccerDid,Did Someone Say Soccer?,,2020-11-16
MEG_I_D,MEG Impressive Designs,,2020-11-16
Veronic62377337,Veronica,,2020-11-16
coky_find,Find to my coky,日本,2020-11-16
rb_weatherman,"Robby ""Brick"" Weatherman",United Arab Emireates,2020-11-16
kubodro,David Lee Drotar,Castleton-on-Hudson,2020-11-16
OluwatobaAmo,Alabosi-Yoruba,"Lagos, Nigeria",2020-11-16
ghanaleaksblog,G.L.B.,"DM or Email dsai87207@gmail.com for promotions.
Ghana, Africa, US, Canada, UK, Europe, Asia.",2020-11-16
angelina_csc,Angelina Adinami,"Victoria Island, Nigeria",2020-11-16
samdave44124915,sam dave,,2020-11-16
LananaDidi,Dyan,"Québec, Canada",2020-11-16
AduakaJ,CryptoKING🤴,,2020-11-16
pamandgarybaker,PamandGaryBaker,,2020-11-16
Tonya_Hennessey,Tonya_Hennessey,"Vallejo, CA",2020-11-16
katywalls,Kathleen Walls,"Middleburg, Florida",2020-11-16
annagestio,Anna Martí,Barcelona (Catalan Countries),2020-11-16
VizcainCarmen,Maria Carmen Vizcain,,2020-11-16
LiveSpo65514689,Live Sport,,2020-11-16
voyagewriters,Lori Sweet & Sylvio Roy,"Ontario, Canada",2020-11-16
Alba031__,𝖈𝕬𝖑𝖇𝖆,"Santander, España",2020-11-16
KurtzShar,shar_kurtz,"Dallas, TX",2020-11-16
IBN_Berlin,IBN-Berlin,Berlin,2020-11-16
by__tft,tft #Resistance,"North Sea Coast, Germany",2020-11-16
hakimki80430161,hakim kimo,,2020-11-16
ernnews,ernnews,,2020-11-16
joelat___,Joel Vogt,"Allschwil, Schweiz",2020-11-16
Hany_jean,Rocky D Antonio,Norway_Oslo,2020-11-16
danideruiz,Dani Ruiz,Barcelona (España).,2020-11-16
_MarkMahon,Mark Mahon مارك ماهون,"NYC - Wash, DC ",2020-11-16
WbWse,∞ I Am WbWse ∞,Heaven(5D) on Earth(Gaia),2020-11-16
Dell1712,Dell17,,2020-11-16
ceIwstia,kay,she/they,2020-11-16
WeatherAmeric,Weather America,,2020-11-16
kalleoellak,kalléo Hipolito,Manchester,2020-11-16
TheOmegaDork,Matthew Constantine,,2020-11-16
SeiKion,Jon,"Barcelona, España",2020-11-16
dbrecruit,Deanna Buchanan,Atlanta,2020-11-16
JazzCfree,Joan Carles-JazzC,Barcelona.,2020-11-16
jaqs53,JAQS,"Barcelona, España",2020-11-16
PhilHynes_,Phil Hynes,Ireland,2020-11-16
Doald12,Doald,,2020-11-16
bigezdaddy2017,Alfred Moesker - CASH stakepool,"Barcelona, Spain",2020-11-16
JcmorenoR23,JC,Barcelona-Madrid,2020-11-16
pollysaraujo1,pollysaraujo1,Recife,2020-11-16
BuenaVoluntadEA,Buena Voluntad de Emocionales Anónimos,"Barcelona, Spain",2020-11-16
TravelFilmer,World StockVideo,Germany,2020-11-16
AmadiChukwuebu4,𝑨𝒎𝒂𝒅𝒊 𝑪𝒉𝒖𝒌𝒘𝒖𝒆𝒃𝒖𝒌𝒂,Nigeria,2020-11-16
kiwiartistica,kiwiartistica,,2020-11-16
KelanOtto,Kelan Otto,,2020-11-16
HomenetInventor,Inventor.homenet,,2020-11-16
Biomedi_cat,Biomedicat,"Barcelona, España",2020-11-16
WeatherEurop,Weather Europe,,2020-11-16
marveladegbiji,𝕄𝕒𝕣𝕧𝕖𝕝𝕠𝕦𝕤 💥,,2020-11-16
homedesignbarna,homedesignbarcelona,Barcelona,2020-11-16
Barcelo_dona,Barcelodona,"Barcelona, España",2020-11-16
GEN_ETIC,Gen Etic,BARCELONA,2020-11-16
monvilalta,RAMON VILALTA,BARCELONA,2020-11-16
monicacurtorios,Monica,,2020-11-16
jmhamiltonblog,J.M. Hamilton,🇨🇦🇺🇸🏳️‍🌈,2020-11-16
AuthorGaleLaure,G. Laure,"Houston area, Texas",2020-11-16
NEVENassoc,NEVEN association,"Martorell, España",2020-11-16
papillesetM,François Chartier,"Barcelona, Montreal.",2020-11-16
merouane_moh,merouane moh kamel,,2020-11-16
LiverpoolFCKen2,Liverpool FC_Ke🇰🇪,,2020-11-16
NoemiPAH,Noemi,,2020-11-16
thgkblog,The Goalkeeping Blog,"South East, England",2020-11-16
PahNoguera,PAH La Noguera,Balaguer,2020-11-16
BrewBalcony,BalconyBrewReview,,2020-11-16
mutley7781,Malcolm Stoneman,,2020-11-16
IyandaIyanu,Iyanda iyanu,,2020-11-16
HowardsWayFilm,Everton Howard's Way,Goodison Park,2020-11-16
ath1194,Alan Hughes,Burbo Bank,2020-11-16
maubreakingnews,Breaking News Mau,"Maunath Bhanjan, UP, India",2020-11-16
tedsukar,Tedsukar,,2020-11-16
PaulMBanks,Socially Distant Paul M Banks,"Gold Coast, Chicago, IL, USA",2020-11-16
bizflats,bizFlats,Barcelona,2020-11-16
the_prbb,Biomedicina BCN,Barcelona,2020-11-16
sampsoid,David Sampson,,2020-11-16
lisagoldapple,Lisa Goldapple⚡,Barcelona 08 via London E8,2020-11-16
ARANERALEMO,MMP,Madrid España,2020-11-16
pina_krassov,Pina Krassovski,España,2020-11-16
laughinglasses,Laughing Lasses,Newcastle upon Tyne,2020-11-16
JackieJ99020499,Jackie Jones,Earth,2020-11-16
LA_PAH,Afectadas por la hipoteca,Estatal,2020-11-16
ManUtdCorner7,Man Utd Corner,,2020-11-16
LeonCRi1,Leon Football🇬🇧🇯🇲,,2020-11-16
DJDayslayer,DJ Dayslayer,"Los Angeles, CA",2020-11-16
VanThai78308430,Van Thai,CN,2020-11-16
The_Cule_,Aashirwad R,India,2020-11-16
clairesturz,TalesOfABackpacker🌍,"England, United Kingdom",2020-11-16
carlosgarridoHQ,Carlos Garrido 🗺 Adventure Traveler,,2020-11-16
LucasADWebber,Lucas Webber,,2020-11-16
BizzwordsUK,Bizzwords,United Kingdom,2020-11-16
sonosuite,SonoSuite,Spain,2020-11-16
11vs11art,11vs11.art ✏⚽️,,2020-11-16
anael_garlo,Ana Elvira García López,"Barcelona, España",2020-11-16
realstemar,Bop Daddy,"Lagos, Nigeria",2020-11-16
johnleewriter,John Lee,"Vancouver, British Columbia",2020-11-16
JD_1811,Josh Dugdale,"Barcelona, Spain",2020-11-16
PlusZeroConcept,Plus Zero Concept Store,🌍,2020-11-16
NguyenC52413625,Nguyen Cong Hung,ha noi - viet nam,2020-11-16
besoccer_com,BeSoccer,,2020-11-16
marisol68347645,marisol garcia,,2020-11-16
christophkny,Christoph Kny 🐍,"Barcelona, Spanien",2020-11-16
snikolov,NaN demeulemeester,London,2020-11-16
CataloniaBioHT,CataloniaBio & HealthTech,Barcelona,2020-11-16
AshleyDwyer,Ashley Dwyer,United States,2020-11-16
